id,items_,filename,from_,to_
49,ее,cta0004.seg_Y1,596564.0,608142.0
50,отправили,cta0004.seg_Y1,608142.0,632976.0
51,домой,cta0004.seg_Y1,632976.0,654618.0
52,пополневшую,cta0004.seg_Y1,673078.0,715868.0
53,и,cta0004.seg_Y1,732282.0,736490.0
54,твердо,cta0004.seg_Y1,736490.0,754064.0
55,уверенную,cta0004.seg_Y1,754064.0,781402.0
56,в,cta0004.seg_Y1,781402.0,785330.0
57,том,cta0004.seg_Y1,785330.0,799240.0
58,что,cta0004.seg_Y1,811154.0,822692.0
59,дело,cta0004.seg_Y1,822692.0,838870.0
60,идет,cta0004.seg_Y1,838870.0,856056.0
61,на,cta0004.seg_Y1,856056.0,859600.0
62,поправку,cta0004.seg_Y1,859600.0,889588.0
63,вот,cta0005.seg_Y1,0.0,10648.0
64,именно,cta0005.seg_Y1,10648.0,23398.0
65,тогда,cta0005.seg_Y1,23398.0,50736.0
66,когда,cta0005.seg_Y1,61664.0,76990.0
67,ксения,cta0005.seg_Y1,76990.0,97440.0
68,федоровна,cta0005.seg_Y1,97440.0,121876.0
69,вернулась,cta0005.seg_Y1,121876.0,145236.0
70,из,cta0005.seg_Y1,145236.0,149850.0
71,больницы,cta0005.seg_Y1,149850.0,180554.0
72,жена,cta0005.seg_Y1,205702.0,222430.0
73,дмитриева,cta0005.seg_Y1,222430.0,251320.0
74,затеяла,cta0005.seg_Y1,251320.0,281934.0
75,обмен,cta0005.seg_Y1,281934.0,310348.0
76,решила,cta0005.seg_Y1,336160.0,357450.0
77,съезжаться,cta0005.seg_Y1,381312.0,409414.0
78,со,cta0005.seg_Y1,409414.0,414966.0
79,свекровью,cta0005.seg_Y1,414966.0,446018.0
80,жившей,cta0005.seg_Y1,463208.0,485072.0
81,одиноко,cta0005.seg_Y1,485072.0,505662.0
82,в,cta0005.seg_Y1,505662.0,509658.0
83,хорошей,cta0005.seg_Y1,509658.0,539000.0
84,двадцатиметровой,cta0005.seg_Y1,542264.0,586940.0
85,комнате,cta0005.seg_Y1,586940.0,616464.0
86,на,cta0005.seg_Y1,622096.0,627906.0
87,профсоюзной,cta0005.seg_Y1,627906.0,664882.0
88,улице,cta0005.seg_Y1,664882.0,691068.0
89,разговоры,cta0006.seg_Y1,0.0,24794.0
90,о,cta0006.seg_Y1,24794.0,27370.0
91,том,cta0006.seg_Y1,27370.0,38130.0
92,чтобы,cta0006.seg_Y1,38130.0,52820.0
93,соединиться,cta0006.seg_Y1,52820.0,82604.0
94,с,cta0006.seg_Y1,82604.0,87802.0
95,матерью,cta0006.seg_Y1,87802.0,114074.0
96,дмитриев,cta0006.seg_Y1,126168.0,152920.0
97,начинал,cta0006.seg_Y1,152920.0,174384.0
98,и,cta0006.seg_Y1,174384.0,176602.0
99,сам,cta0006.seg_Y1,176602.0,194222.0
100,делал,cta0006.seg_Y1,216528.0,240654.0
101,это,cta0006.seg_Y1,240654.0,249352.0
102,не,cta0006.seg_Y1,249352.0,256922.0
103,раз,cta0006.seg_Y1,256922.0,272444.0
104,но,cta0007.seg_Y1,0.0,7862.0
105,то,cta0007.seg_Y1,7862.0,14912.0
106,было,cta0007.seg_Y1,14912.0,25654.0
107,давно,cta0007.seg_Y1,25654.0,46692.0
108,во,cta0007.seg_Y1,64758.0,71956.0
109,времена,cta0007.seg_Y1,71956.0,91314.0
110,когда,cta0007.seg_Y1,91314.0,106102.0
111,отношения,cta0007.seg_Y1,106102.0,133582.0
112,лены,cta0007.seg_Y1,133582.0,145938.0
113,с,cta0007.seg_Y1,145938.0,150018.0
114,ксенией,cta0007.seg_Y1,150018.0,169790.0
115,федоровной,cta0007.seg_Y1,169790.0,198732.0
116,еще,cta0007.seg_Y1,214922.0,230350.0
117,не,cta0007.seg_Y1,230350.0,235446.0
118,отчеканились,cta0007.seg_Y1,235446.0,269604.0
119,в,cta0007.seg_Y1,269604.0,273380.0
120,формы,cta0007.seg_Y1,273380.0,287968.0
121,такой,cta0007.seg_Y1,287968.0,302204.0
122,и,cta0007.seg_Y1,338534.0,341216.0
123,прочной,cta0007.seg_Y1,341216.0,361376.0
124,вражды,cta0007.seg_Y1,361376.0,384056.0
125,что,cta0007.seg_Y1,405262.0,414110.0
126,произошло,cta0007.seg_Y1,414110.0,441296.0
127,теперь,cta0007.seg_Y1,441296.0,464984.0
128,после,cta0007.seg_Y1,479220.0,494424.0
129,лет,cta0007.seg_Y1,529746.0,542660.0
130,супружеской,cta0007.seg_Y1,552950.0,587632.0
131,жизни,cta0007.seg_Y1,587632.0,603842.0
132,дмитриева,cta0007.seg_Y1,603842.0,633748.0
133,всегда,cta0008.seg_Y1,0.0,18244.0
134,он,cta0008.seg_Y1,18244.0,24334.0
135,наталкивался,cta0008.seg_Y1,24334.0,58608.0
136,на,cta0008.seg_Y1,58608.0,64316.0
137,твердое,cta0008.seg_Y1,64316.0,86020.0
138,сопротивление,cta0008.seg_Y1,86020.0,122402.0
139,лены,cta0008.seg_Y1,122402.0,143624.0
140,и,cta0008.seg_Y1,164770.0,170782.0
141,с,cta0008.seg_Y1,170782.0,174278.0
142,годами,cta0008.seg_Y1,174278.0,200854.0
143,идея,cta0008.seg_Y1,200854.0,222924.0
144,стала,cta0008.seg_Y1,222924.0,240320.0
145,являться,cta0008.seg_Y1,240320.0,262274.0
146,все,cta0008.seg_Y1,262274.0,273432.0
147,реже,cta0008.seg_Y1,273432.0,291990.0
148,и,cta0009.seg_Y1,0.0,5502.0
149,лишь,cta0009.seg_Y1,16440.0,26340.0
150,в,cta0009.seg_Y1,26340.0,31520.0
151,минуты,cta0009.seg_Y1,31520.0,48390.0
152,раздражения,cta0009.seg_Y1,48390.0,84062.0
153,она,cta0010.seg_Y1,0.0,9520.0
154,превратилась,cta0010.seg_Y1,9520.0,39384.0
155,в,cta0010.seg_Y1,39384.0,44372.0
156,портативное,cta0010.seg_Y1,44372.0,84002.0
157,и,cta0010.seg_Y1,84002.0,90988.0
158,удобное,cta0010.seg_Y1,90988.0,122216.0
159,при,cta0010.seg_Y1,149746.0,158110.0
160,себе,cta0010.seg_Y1,158110.0,175110.0
161,оружие,cta0010.seg_Y1,197042.0,219246.0
162,для,cta0010.seg_Y1,219246.0,228720.0
163,мелких,cta0010.seg_Y1,228720.0,249458.0
164,семейных,cta0010.seg_Y1,249458.0,273378.0
165,стычек,cta0010.seg_Y1,273378.0,300096.0
166,когда,cta0011.seg_Y1,0.0,16798.0
167,дмитриеву,cta0011.seg_Y1,16798.0,42574.0
168,хотелось,cta0011.seg_Y1,42574.0,65808.0
169,за,cta0011.seg_Y1,65808.0,72074.0
170,что-то,cta0011.seg_Y1,72074.0,89528.0
171,лену,cta0011.seg_Y1,116032.0,136138.0
172,обвинить,cta0011.seg_Y1,151312.0,177120.0
173,ее,cta0011.seg_Y1,177120.0,184538.0
174,в,cta0011.seg_Y1,184538.0,188304.0
175,эгоизме,cta0011.seg_Y1,188304.0,215332.0
176,или,cta0011.seg_Y1,215332.0,221544.0
177,в,cta0011.seg_Y1,221544.0,224940.0
178,черствости,cta0011.seg_Y1,224940.0,261246.0
179,он,cta0011.seg_Y1,272860.0,282342.0
180,говорил,cta0011.seg_Y1,282342.0,307130.0
181,вот,cta0011.seg_Y1,335334.0,345474.0
182,ты,cta0011.seg_Y1,370524.0,377534.0
183,и,cta0011.seg_Y1,377534.0,380884.0
184,с,cta0011.seg_Y1,380884.0,386272.0
185,моей,cta0011.seg_Y1,405516.0,419344.0
186,не,cta0011.seg_Y1,419344.0,423720.0
187,хочешь,cta0011.seg_Y1,423720.0,442312.0
188,жить,cta0011.seg_Y1,442312.0,456780.0
189,когда,cta0012.seg_Y1,0.0,14802.0
190,же,cta0012.seg_Y1,14802.0,19620.0
191,потребность,cta0012.seg_Y1,19620.0,45556.0
192,или,cta0012.seg_Y1,72306.0,79018.0
193,надавить,cta0012.seg_Y1,79018.0,102636.0
194,на,cta0012.seg_Y1,102636.0,107630.0
195,больное,cta0012.seg_Y1,107630.0,128610.0
196,возникала,cta0012.seg_Y1,128610.0,155312.0
197,у,cta0012.seg_Y1,155312.0,158774.0
198,лены,cta0012.seg_Y1,158774.0,177810.0
199,она,cta0012.seg_Y1,201134.0,212972.0
200,говорила,cta0012.seg_Y1,212972.0,240014.0
201,вот,cta0012.seg_Y1,267672.0,278988.0
202,я,cta0012.seg_Y1,304634.0,312084.0
203,и,cta0012.seg_Y1,312084.0,315630.0
204,с,cta0012.seg_Y1,315630.0,321544.0
205,твоей,cta0012.seg_Y1,342676.0,357840.0
206,жить,cta0012.seg_Y1,357840.0,368858.0
207,не,cta0012.seg_Y1,368858.0,372928.0
208,могу,cta0012.seg_Y1,372928.0,390070.0
209,и,cta0012.seg_Y1,398064.0,402140.0
210,никогда,cta0012.seg_Y1,402140.0,422856.0
211,не,cta0012.seg_Y1,422856.0,428364.0
212,стану,cta0012.seg_Y1,428364.0,449454.0
213,потому,cta0012.seg_Y1,467288.0,484072.0
214,что,cta0012.seg_Y1,484072.0,494362.0
215,ты,cta0012.seg_Y1,494362.0,508226.0
216,вылитая,cta0012.seg_Y1,525406.0,555164.0
217,она,cta0012.seg_Y1,556740.0,575170.0
218,а,cta0012.seg_Y1,595596.0,600732.0
219,с,cta0012.seg_Y1,600732.0,606314.0
220,хватит,cta0012.seg_Y1,620260.0,642066.0
221,одного,cta0012.seg_Y1,650144.0,670980.0
222,тебя,cta0012.seg_Y1,670980.0,690134.0
223,когда-то,cta0013.seg_Y1,0.0,20240.0
224,все,cta0013.seg_Y1,20240.0,30706.0
225,это,cta0013.seg_Y1,30706.0,39860.0
226,дергало,cta0013.seg_Y1,39860.0,72450.0
227,дмитриева,cta0013.seg_Y1,108120.0,139918.0
228,из-за,cta0014.seg_Y1,0.0,15420.0
229,матери,cta0014.seg_Y1,15420.0,38626.0
230,у,cta0014.seg_Y1,56320.0,60516.0
231,него,cta0014.seg_Y1,60516.0,71168.0
232,бывали,cta0014.seg_Y1,71168.0,89388.0
233,жестокие,cta0014.seg_Y1,89388.0,117062.0
234,перепалки,cta0014.seg_Y1,117062.0,145730.0
235,с,cta0014.seg_Y1,145730.0,149572.0
236,женой,cta0014.seg_Y1,149572.0,169088.0
237,он,cta0014.seg_Y1,193362.0,200836.0
238,доходил,cta0014.seg_Y1,200836.0,224898.0
239,до,cta0014.seg_Y1,224898.0,232844.0
240,озлобления,cta0014.seg_Y1,252662.0,285028.0
241,из-за,cta0014.seg_Y1,285028.0,293442.0
242,какого-нибудь,cta0014.seg_Y1,293442.0,324332.0
243,словца,cta0014.seg_Y1,350204.0,374496.0
244,сказанного,cta0014.seg_Y1,384924.0,413008.0
245,леной,cta0014.seg_Y1,413008.0,433196.0
246,из-за,cta0014.seg_Y1,463638.0,478276.0
247,жены,cta0014.seg_Y1,478276.0,496802.0
248,пускался,cta0014.seg_Y1,522672.0,549388.0
249,в,cta0014.seg_Y1,549388.0,552034.0
250,тягостные,cta0014.seg_Y1,552034.0,582180.0
251,выяснения,cta0014.seg_Y1,582180.0,608930.0
252,отношений,cta0014.seg_Y1,608930.0,633260.0
253,с,cta0014.seg_Y1,633260.0,638678.0
254,матерью,cta0014.seg_Y1,638678.0,663590.0
255,после,cta0014.seg_Y1,678416.0,693420.0
256,чего,cta0014.seg_Y1,693420.0,706542.0
257,мать,cta0014.seg_Y1,706542.0,721856.0
258,не,cta0014.seg_Y1,739916.0,745226.0
259,разговаривала,cta0014.seg_Y1,745226.0,774552.0
260,с,cta0014.seg_Y1,774552.0,780438.0
261,ним,cta0014.seg_Y1,780438.0,791732.0
262,по,cta0014.seg_Y1,801588.0,808374.0
263,нескольку,cta0014.seg_Y1,808374.0,832124.0
264,дней,cta0014.seg_Y1,832124.0,846954.0
265,он,cta0015.seg_Y1,0.0,7682.0
266,упрямо,cta0015.seg_Y1,7682.0,29636.0
267,пытался,cta0015.seg_Y1,29636.0,53626.0
268,сводить,cta0015.seg_Y1,53626.0,85632.0
269,мирить,cta0015.seg_Y1,96040.0,126086.0
270,селил,cta0015.seg_Y1,144790.0,166000.0
271,вместе,cta0015.seg_Y1,166000.0,187870.0
272,на,cta0015.seg_Y1,187870.0,194966.0
273,даче,cta0015.seg_Y1,194966.0,217762.0
274,однажды,cta0015.seg_Y1,237596.0,261228.0
275,купил,cta0015.seg_Y1,261228.0,277146.0
276,обеим,cta0015.seg_Y1,277146.0,293678.0
277,путевки,cta0015.seg_Y1,293678.0,318666.0
278,на,cta0015.seg_Y1,318666.0,324638.0
279,рижское,cta0015.seg_Y1,324638.0,344620.0
280,взморье,cta0015.seg_Y1,344620.0,372320.0
281,но,cta0015.seg_Y1,395930.0,406128.0
282,ничего,cta0015.seg_Y1,406128.0,429468.0
283,из,cta0015.seg_Y1,452464.0,458552.0
284,всего,cta0015.seg_Y1,458552.0,475322.0
285,этого,cta0015.seg_Y1,475322.0,497648.0
286,не,cta0015.seg_Y1,505930.0,515118.0
287,выходило,cta0015.seg_Y1,515118.0,546438.0
288,какая-то,cta0016.seg_Y1,0.0,21452.0
289,стояла,cta0016.seg_Y1,51852.0,72594.0
290,между,cta0016.seg_Y1,72594.0,87366.0
291,двумя,cta0016.seg_Y1,87366.0,103592.0
292,женщинами,cta0016.seg_Y1,103592.0,134818.0
293,и,cta0016.seg_Y1,153602.0,159030.0
294,ее,cta0016.seg_Y1,192064.0,200996.0
295,они,cta0016.seg_Y1,200996.0,218522.0
296,не,cta0016.seg_Y1,226064.0,234134.0
297,могли,cta0016.seg_Y1,234134.0,256200.0
298,так,cta0017.seg_Y1,20530.0,30954.0
299,было,cta0017.seg_Y1,30954.0,48954.0
300,он,cta0017.seg_Y1,62246.0,70786.0
301,не,cta0017.seg_Y1,70786.0,75126.0
302,понимал,cta0017.seg_Y1,75126.0,102216.0
303,хотя,cta0017.seg_Y1,127706.0,142152.0
304,раньше,cta0017.seg_Y1,142152.0,160540.0
305,задумывался,cta0017.seg_Y1,160540.0,191312.0
306,часто,cta0017.seg_Y1,191312.0,219084.0
307,почему,cta0018.seg_Y1,0.0,21442.0
308,две,cta0018.seg_Y1,21442.0,32270.0
309,интеллигентные,cta0018.seg_Y1,32270.0,76086.0
310,всеми,cta0018.seg_Y1,76086.0,96010.0
311,уважаемые,cta0018.seg_Y1,96010.0,128566.0
312,женщины,cta0018.seg_Y1,128566.0,157084.0
313,ксения,cta0018.seg_Y1,166600.0,187272.0
314,федоровна,cta0018.seg_Y1,187272.0,208498.0
315,работала,cta0018.seg_Y1,208498.0,229160.0
316,старшим,cta0018.seg_Y1,229160.0,248926.0
317,библиографом,cta0018.seg_Y1,248926.0,281900.0
318,одной,cta0018.seg_Y1,281900.0,293006.0
319,крупной,cta0018.seg_Y1,293006.0,308772.0
320,академической,cta0018.seg_Y1,308772.0,337906.0
321,библиотеки,cta0018.seg_Y1,337906.0,374240.0
322,а,cta0018.seg_Y1,395392.0,400136.0
323,лена,cta0018.seg_Y1,400136.0,413938.0
324,занималась,cta0018.seg_Y1,413938.0,436564.0
325,переводами,cta0018.seg_Y1,436564.0,463894.0
326,английских,cta0018.seg_Y1,463894.0,493652.0
327,технических,cta0018.seg_Y1,493652.0,523692.0
328,текстов,cta0018.seg_Y1,523692.0,549426.0
329,и,cta0018.seg_Y1,564698.0,568778.0
330,как,cta0018.seg_Y1,568778.0,578664.0
331,говорили,cta0018.seg_Y1,578664.0,603572.0
332,была,cta0018.seg_Y1,616750.0,629978.0
333,переводчицей,cta0018.seg_Y1,658254.0,696918.0
334,даже,cta0018.seg_Y1,709194.0,722460.0
335,участвовала,cta0018.seg_Y1,722460.0,753490.0
336,в,cta0018.seg_Y1,753490.0,756006.0
337,составлении,cta0018.seg_Y1,756006.0,785556.0
338,какого-то,cta0018.seg_Y1,785556.0,806406.0
339,учебника,cta0018.seg_Y1,839782.0,864344.0
340,по,cta0018.seg_Y1,864344.0,870654.0
341,переводу,cta0018.seg_Y1,870654.0,900250.0
342,почему,cta0018.seg_Y1,925160.0,956540.0
343,две,cta0018.seg_Y1,976114.0,988972.0
344,хорошие,cta0018.seg_Y1,988972.0,1014288.0
345,женщины,cta0018.seg_Y1,1014288.0,1043876.0
346,горячо,cta0018.seg_Y1,1059152.0,1078990.0
347,любившие,cta0018.seg_Y1,1078990.0,1105102.0
348,дмитриева,cta0018.seg_Y1,1105102.0,1138732.0
349,хорошего,cta0018.seg_Y1,1160104.0,1184208.0
350,человека,cta0018.seg_Y1,1184208.0,1215438.0
351,и,cta0018.seg_Y1,1233968.0,1238948.0
352,его,cta0018.seg_Y1,1238948.0,1249522.0
353,наташку,cta0018.seg_Y1,1264662.0,1294684.0
354,лелеяли,cta0018.seg_Y1,1342994.0,1366236.0
355,в,cta0018.seg_Y1,1366236.0,1369876.0
356,себе,cta0018.seg_Y1,1369876.0,1382986.0
357,с,cta0018.seg_Y1,1417712.0,1420790.0
358,годами,cta0018.seg_Y1,1420790.0,1445596.0
359,взаимную,cta0018.seg_Y1,1455766.0,1485396.0
360,неприязнь,cta0018.seg_Y1,1485396.0,1517532.0
361,мучился,cta0019.seg_Y1,0.0,37908.0
362,изумлялся,cta0019.seg_Y1,51268.0,92778.0
363,ломал,cta0019.seg_Y1,110370.0,128348.0
364,себе,cta0019.seg_Y1,128348.0,142278.0
365,голову,cta0019.seg_Y1,142278.0,165228.0
366,но,cta0019.seg_Y1,183994.0,192914.0
367,потом,cta0019.seg_Y1,192914.0,215130.0
368,привык,cta0019.seg_Y1,224212.0,252878.0
369,привык,cta0020.seg_Y1,0.0,18518.0
370,оттого,cta0020.seg_Y1,18518.0,38178.0
371,что,cta0020.seg_Y1,38178.0,48754.0
372,увидел,cta0020.seg_Y1,48754.0,76346.0
373,что,cta0020.seg_Y1,92678.0,105888.0
374,же,cta0020.seg_Y1,116742.0,127976.0
375,у,cta0020.seg_Y1,135492.0,139226.0
376,всех,cta0020.seg_Y1,139226.0,165418.0
377,и,cta0020.seg_Y1,188920.0,195384.0
378,все,cta0020.seg_Y1,195384.0,213076.0
379,привыкли,cta0020.seg_Y1,232618.0,263028.0
380,и,cta0021.seg_Y1,0.0,3180.0
381,на,cta0021.seg_Y1,40496.0,45792.0
382,той,cta0021.seg_Y1,45792.0,56938.0
383,истине,cta0021.seg_Y1,56938.0,81854.0
384,что,cta0021.seg_Y1,98464.0,110444.0
385,в,cta0021.seg_Y1,120872.0,124392.0
386,жизни,cta0021.seg_Y1,124392.0,141574.0
387,ничего,cta0021.seg_Y1,141574.0,157006.0
388,более,cta0021.seg_Y1,157006.0,173708.0
389,и,cta0021.seg_Y1,196052.0,198630.0
390,ценного,cta0021.seg_Y1,198630.0,223696.0
391,чем,cta0021.seg_Y1,223696.0,237264.0
392,покой,cta0021.seg_Y1,237264.0,265200.0
393,и,cta0021.seg_Y1,291186.0,296716.0
394,его-то,cta0021.seg_Y1,296716.0,324704.0
395,нужно,cta0021.seg_Y1,340882.0,359378.0
396,беречь,cta0021.seg_Y1,359378.0,380372.0
397,изо,cta0021.seg_Y1,380372.0,399196.0
398,сил,cta0021.seg_Y1,416442.0,432180.0
399,поэтому,cta0022.seg_Y1,0.0,20356.0
400,когда,cta0022.seg_Y1,20356.0,35936.0
401,лена,cta0022.seg_Y1,35936.0,48310.0
402,вдруг,cta0022.seg_Y1,48310.0,61684.0
403,заговорила,cta0022.seg_Y1,61684.0,88504.0
404,об,cta0022.seg_Y1,88504.0,95468.0
405,обмене,cta0022.seg_Y1,95468.0,113360.0
406,с,cta0022.seg_Y1,113360.0,117280.0
407,маркушевичами,cta0022.seg_Y1,117280.0,159108.0
408,поздним,cta0022.seg_Y1,174336.0,193286.0
409,вечером,cta0022.seg_Y1,193286.0,215516.0
410,давно,cta0022.seg_Y1,215516.0,230962.0
411,отужинали,cta0022.seg_Y1,230962.0,258004.0
412,наташка,cta0022.seg_Y1,258004.0,279172.0
413,спала,cta0022.seg_Y1,279172.0,300296.0
414,дмитриев,cta0022.seg_Y1,326058.0,354004.0
415,испугался,cta0022.seg_Y1,354004.0,395770.0
416,такие,cta0023.seg_Y1,14918.0,32090.0
417,маркушевичи,cta0023.seg_Y1,32090.0,72346.0
418,откуда,cta0024.seg_Y1,0.0,22066.0
419,она,cta0024.seg_Y1,22066.0,30656.0
420,их,cta0024.seg_Y1,30656.0,36514.0
421,взяла,cta0024.seg_Y1,36514.0,57052.0
422,двухкомнатная,cta0025.seg_Y1,0.0,33800.0
423,квартира,cta0025.seg_Y1,33800.0,59638.0
424,на,cta0025.seg_Y1,59638.0,65738.0
425,малой,cta0025.seg_Y1,65738.0,81052.0
426,грузинской,cta0025.seg_Y1,81052.0,115972.0
427,он,cta0026.seg_Y1,0.0,11314.0
428,тайную,cta0026.seg_Y1,35662.0,65702.0
429,и,cta0026.seg_Y1,65702.0,74786.0
430,простую,cta0026.seg_Y1,74786.0,104740.0
431,мысль,cta0026.seg_Y1,104740.0,125740.0
432,лены,cta0026.seg_Y1,125740.0,145024.0
433,от,cta0026.seg_Y1,178822.0,186684.0
434,этого,cta0026.seg_Y1,186684.0,199626.0
435,понимания,cta0026.seg_Y1,199626.0,231548.0
436,испуг,cta0026.seg_Y1,250882.0,274200.0
437,проник,cta0026.seg_Y1,274200.0,295174.0
438,в,cta0026.seg_Y1,295174.0,297634.0
439,его,cta0026.seg_Y1,297634.0,309062.0
440,сердце,cta0026.seg_Y1,309062.0,333364.0
441,и,cta0026.seg_Y1,358190.0,363088.0
442,он,cta0026.seg_Y1,363088.0,369824.0
443,побледнел,cta0026.seg_Y1,369824.0,403224.0
444,сник,cta0026.seg_Y1,425124.0,450532.0
445,не,cta0026.seg_Y1,473430.0,482212.0
446,мог,cta0026.seg_Y1,482212.0,495266.0
447,поднять,cta0026.seg_Y1,495266.0,516212.0
448,глаз,cta0026.seg_Y1,516212.0,534044.0
449,на,cta0026.seg_Y1,534044.0,539388.0
450,лену,cta0026.seg_Y1,539388.0,554114.0
451,так,cta0027.seg_Y1,0.0,9818.0
452,как,cta0027.seg_Y1,9818.0,19822.0
453,он,cta0027.seg_Y1,19822.0,26698.0
454,молчал,cta0027.seg_Y1,26698.0,54666.0
455,лена,cta0027.seg_Y1,65662.0,81872.0
456,продолжала,cta0027.seg_Y1,81872.0,115370.0
457,комната,cta0027.seg_Y1,188286.0,209160.0
458,на,cta0027.seg_Y1,209160.0,213514.0
459,профсоюзной,cta0027.seg_Y1,213514.0,248116.0
460,им,cta0027.seg_Y1,252576.0,259360.0
461,понравится,cta0027.seg_Y1,259360.0,289376.0
462,наверняка,cta0027.seg_Y1,289376.0,318376.0
463,она,cta0027.seg_Y1,348644.0,358940.0
464,их,cta0027.seg_Y1,358940.0,366840.0
465,устроит,cta0027.seg_Y1,366840.0,389852.0
466,географически,cta0027.seg_Y1,389852.0,433558.0
467,потому,cta0027.seg_Y1,453166.0,466798.0
468,что,cta0027.seg_Y1,466798.0,474854.0
469,маркушевича,cta0027.seg_Y1,488110.0,520104.0
470,работает,cta0027.seg_Y1,520104.0,541658.0
471,где-то,cta0027.seg_Y1,541658.0,556370.0
472,возле,cta0027.seg_Y1,556370.0,571454.0
473,калужской,cta0027.seg_Y1,571454.0,595976.0
474,заставы,cta0027.seg_Y1,595976.0,624678.0
475,а,cta0027.seg_Y1,664212.0,668984.0
476,вот,cta0027.seg_Y1,668984.0,676938.0
477,к,cta0027.seg_Y1,676938.0,681040.0
478,их,cta0027.seg_Y1,681040.0,687898.0
479,комнате,cta0027.seg_Y1,715520.0,743956.0
480,потребуется,cta0027.seg_Y1,757850.0,787616.0
481,наверно,cta0027.seg_Y1,787616.0,810306.0
482,доплата,cta0027.seg_Y1,810306.0,841012.0
483,не,cta0028.seg_Y1,19786.0,24768.0
484,заинтересуешь,cta0028.seg_Y1,24768.0,64486.0
485,можно,cta0029.seg_Y1,0.0,16072.0
486,конечно,cta0029.seg_Y1,16072.0,36048.0
487,попробовать,cta0029.seg_Y1,36048.0,63140.0
488,обменять,cta0029.seg_Y1,65854.0,90164.0
489,их,cta0029.seg_Y1,90164.0,94914.0
490,комнату,cta0029.seg_Y1,94914.0,117502.0
491,на,cta0029.seg_Y1,117502.0,123392.0
492,что-то,cta0029.seg_Y1,123392.0,140280.0
493,более,cta0029.seg_Y1,140280.0,156530.0
494,стоящее,cta0029.seg_Y1,156530.0,188700.0
495,будет,cta0029.seg_Y1,210502.0,227912.0
496,обмен,cta0029.seg_Y1,250262.0,269232.0
497,это,cta0029.seg_Y1,286728.0,297242.0
498,не,cta0029.seg_Y1,297242.0,302160.0
499,страшно,cta0029.seg_Y1,302160.0,329106.0
500,надо,cta0030.seg_Y1,0.0,17300.0
501,действовать,cta0030.seg_Y1,17300.0,45456.0
502,энергично,cta0030.seg_Y1,45456.0,76542.0
503,каждый,cta0031.seg_Y1,0.0,19654.0
504,день,cta0031.seg_Y1,19654.0,33780.0
505,что-то,cta0031.seg_Y1,33780.0,51526.0
506,делать,cta0031.seg_Y1,51526.0,74648.0
507,лучше,cta0032.seg_Y1,0.0,15980.0
508,всего,cta0032.seg_Y1,15980.0,30708.0
509,найти,cta0032.seg_Y1,30708.0,46318.0
